sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.02394;-0.0838;9.72794;-0.02299;-0.07741;9.80632;-0.01532;0.00797;-0.04486;8.0E-5;0.0;3.8E-4;53.0;-1.68;-32.58;-6.0;176.512;0.452;0.134;1.97;928.913;61.2356;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;518510;2021-02-12 10:52:08:743
-0.03591;-0.06704;9.72794;-0.02286;-0.07808;9.80631;-0.01305;-0.01769;-0.04246;0.0013;0.0;-8.4E-4;53.0;-2.52;-33.0;-5.88;174.789;0.463;0.134;1.97;928.909;57.99;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;519009;2021-02-12 10:52:09:242
0.0;-0.0814;9.76864;-0.02204;-0.07849;9.80631;-0.01627;0.00427;-0.07119;-5.3E-4;-0.00122;3.8E-4;54.0;-1.14;-32.82;-5.88;178.242;0.458;0.135;1.97;928.912;56.4392;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;519509;2021-02-12 10:52:09:742
-0.02155;-0.09337;9.75907;-0.022;-0.07706;9.80632;4.5E-4;-0.01631;-0.04726;8.0E-5;0.0;-0.00145;54.0;-1.86;-32.82;-4.98;176.516;0.451;0.131;1.97;928.921;66.1895;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;520009;2021-02-12 10:52:10:242
-0.01197;-0.09098;9.76385;-0.02199;-0.07755;9.80632;0.00283;-0.01103;-0.07838;6.9E-4;0.0;-2.3E-4;54.0;-1.86;-31.92;-6.48;176.405;0.451;0.128;1.97;928.896;54.0822;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;520509;2021-02-12 10:52:10:742
-0.0431;-0.08619;9.72555;-0.02035;-0.07767;9.80632;-0.02274;-0.00852;-0.08077;8.0E-5;-6.1E-4;9.9E-4;54.0;-2.1;-32.52;-5.4;176.518;0.454;0.119;1.97;928.903;51.7852;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;521009;2021-02-12 10:52:11:242
-0.02873;-0.0838;9.73512;-0.0205;-0.07825;9.80632;-0.00823;-0.00794;-0.04007;-5.3E-4;-6.1E-4;-2.3E-4;54.0;-2.22;-33.18;-6.3;176.515;0.457;0.12;1.97;928.908;65.2649;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;521509;2021-02-12 10:52:11:742
-0.03591;-0.07183;9.74231;-0.02009;-0.07958;9.80631;0.00812;0.00296;-0.04724;8.0E-5;0.0;3.8E-4;54.0;-2.4;-33.0;-6.9;176.513;0.463;0.118;1.97;928.928;59.4338;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;522009;2021-02-12 10:52:12:242
-0.00958;-0.07183;9.74709;-0.01956;-0.079;9.80631;0.01477;0.00239;-0.07358;8.0E-5;-6.1E-4;-2.3E-4;54.0;-1.74;-33.36;-5.58;176.516;0.463;0.114;1.97;928.907;60.7524;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;522510;2021-02-12 10:52:12:743
-0.00958;-0.0814;9.73512;-0.01941;-0.07848;9.80632;-0.00932;0.00426;-0.04965;8.0E-5;-6.1E-4;-8.4E-4;54.0;-1.92;-33.18;-5.82;176.516;0.46;0.114;1.97;928.919;58.3061;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;523010;2021-02-12 10:52:13:243
-0.01437;-0.06704;9.73991;-0.01976;-0.07933;9.80631;0.01018;-0.00686;-0.08555;6.9E-4;6.1E-4;9.9E-4;54.0;-2.1;-33.18;-6.3;176.516;0.462;0.115;1.97;928.925;58.9686;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;523510;2021-02-12 10:52:13:743
-0.02873;-0.06464;9.73512;-0.01967;-0.0781;9.80632;0.00291;0.01106;-0.06641;8.0E-5;0.0;-8.4E-4;54.0;-1.38;-33.06;-6.9;178.243;0.456;0.115;1.97;928.915;59.7247;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;524009;2021-02-12 10:52:14:242
-0.01915;-0.07661;9.73034;-0.01961;-0.07828;9.80632;0.00285;0.028;-0.06162;-5.3E-4;0.0;4.6E-4;54.0;-1.62;-32.4;-5.94;176.408;0.457;0.115;1.97;928.918;60.9753;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;524510;2021-02-12 10:52:14:743
-0.01676;-0.08619;9.75188;-0.02038;-0.0786;9.80631;-0.00356;-0.00281;-0.04725;8.0E-5;0.0;4.6E-4;53.0;-1.08;-32.76;-6.36;178.245;0.458;0.118;1.97;928.945;57.9967;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;525009;2021-02-12 10:52:15:242
0.13886;-0.2897;11.23629;-0.01782;-0.0763;9.80634;0.01542;0.05954;-0.60033;6.9E-4;0.0;-1.5E-4;53.0;-0.54;-32.4;-6.96;178.187;0.458;0.119;1.97;928.916;58.0802;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;525509;2021-02-12 10:52:15:742
-0.03591;-0.07422;9.73512;-0.0172;-0.07592;9.80634;-0.01871;0.0017;-0.07122;0.0013;6.1E-4;-0.00137;53.0;-1.44;-33.06;-6.54;178.246;0.444;0.1;1.97;928.9;56.7461;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;526009;2021-02-12 10:52:16:242
-0.01676;-0.05507;9.69921;-0.02072;-0.07746;9.80632;-0.01041;0.01042;-0.01853;6.9E-4;0.0;-0.00137;54.0;-2.16;-32.7;-5.88;176.515;0.451;0.119;1.97;928.889;56.3891;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;526509;2021-02-12 10:52:16:742
-0.01676;-0.07901;9.73273;-0.02173;-0.07796;9.80632;0.02412;0.01093;-0.05204;8.0E-5;0.0;4.6E-4;53.0;-1.5;-32.7;-5.58;178.244;0.456;0.127;1.97;928.913;59.191;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;527009;2021-02-12 10:52:17:242
-0.01915;-0.09098;9.73273;-0.02185;-0.07843;9.80631;-0.01406;0.00182;-0.07837;6.9E-4;0.0;-7.6E-4;53.0;-1.68;-33.3;-6.18;176.514;0.458;0.128;1.97;928.924;59.048;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;527509;2021-02-12 10:52:17:742
0.02873;-0.0431;9.73034;-0.02323;-0.07701;9.80632;-0.08691;-0.02833;-0.1095;-5.3E-4;0.0;-1.5E-4;53.0;-2.22;-32.64;-5.88;176.512;0.446;0.133;1.97;928.908;60.0997;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;528010;2021-02-12 10:52:18:243
-0.03591;-0.05746;9.74231;-0.02196;-0.07861;9.80631;-0.00677;-0.00997;-0.10231;6.9E-4;0.0;-0.00137;53.0;-1.2;-32.94;-6.24;178.243;0.455;0.129;1.97;928.879;66.3229;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;528509;2021-02-12 10:52:18:742
-0.01676;-0.05986;9.71118;-0.0223;-0.07996;9.8063;-0.00164;-0.00623;-0.04005;6.9E-4;-6.1E-4;4.6E-4;53.0;-1.02;-32.88;-6.12;178.243;0.467;0.13;1.97;928.932;62.7412;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;529009;2021-02-12 10:52:19:242
-0.03591;-0.09098;9.72794;-0.02253;-0.0797;9.8063;-0.01338;-0.01128;-0.07836;-0.00115;0.0;-7.6E-4;54.0;-2.28;-32.28;-6.12;176.404;0.466;0.132;1.97;928.908;63.5488;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;529509;2021-02-12 10:52:19:742
0.00239;-0.0814;9.73512;-0.02239;-0.07846;9.80631;0.02718;0.00185;-0.07119;6.9E-4;0.0;-1.5E-4;54.0;-1.44;-32.04;-6.9;178.185;0.458;0.131;1.97;928.922;64.759;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;530009;2021-02-12 10:52:20:242
-0.0431;-0.0838;9.74709;-0.02203;-0.07818;9.80631;0.00527;-0.00801;-0.04964;8.0E-5;0.0;-0.00137;53.0;-1.8;-33.3;-6.06;176.513;0.457;0.129;1.97;928.901;65.6288;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;530509;2021-02-12 10:52:20:742
-0.03831;-0.09577;9.72076;-0.02172;-0.07785;9.80632;-0.0094;-0.01552;-0.0688;8.0E-5;6.1E-4;-1.5E-4;54.0;-1.26;-32.94;-5.52;178.244;0.454;0.125;1.97;928.916;63.202;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;531010;2021-02-12 10:52:21:243
-0.02873;-0.07901;9.73512;-0.02141;-0.07804;9.80632;0.00944;0.02057;-0.07598;8.0E-5;-6.1E-4;0.00107;54.0;-1.2;-32.76;-6.12;178.244;0.456;0.125;1.97;928.921;62.2495;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;531509;2021-02-12 10:52:21:742
-0.00958;-0.07422;9.73991;-0.02144;-0.07847;9.80631;0.01186;-0.01969;-0.05682;-0.00115;0.0;-7.6E-4;54.0;-1.26;-32.28;-6.06;178.189;0.458;0.125;1.97;928.909;61.7927;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;532009;2021-02-12 10:52:22:242
-0.02155;-0.07901;9.73273;-0.02157;-0.07862;9.80631;3.0E-5;-3.9E-4;-0.07358;6.9E-4;0.0;-7.6E-4;54.0;-1.68;-32.34;-6.0;176.405;0.459;0.126;1.97;928.931;61.9108;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;532509;2021-02-12 10:52:22:742
-0.01915;-0.06464;9.73752;-0.02159;-0.07739;9.80632;0.00483;0.00556;-0.07359;0.0013;0.0;-1.5E-4;53.0;-2.1;-32.94;-6.42;176.514;0.452;0.126;1.97;928.923;63.5842;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;533009;2021-02-12 10:52:23:242
-0.00479;-0.07422;9.74949;-0.02156;-0.07747;9.80632;0.00241;0.01522;-0.05923;6.9E-4;0.0;-7.6E-4;54.0;-2.1;-32.82;-6.96;176.511;0.453;0.126;1.97;928.909;62.4127;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;533509;2021-02-12 10:52:23:742
0.0;-0.0838;9.74231;-0.02147;-0.07872;9.80631;0.0119;0.00929;-0.07119;6.9E-4;6.1E-4;0.0;54.0;-1.56;-33.3;-6.3;176.514;0.46;0.125;1.97;928.886;65.2709;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;534009;2021-02-12 10:52:24:242
-0.01915;-0.07661;9.74709;-0.02157;-0.0787;9.80631;0.0072;0.00688;-0.05922;-5.3E-4;6.1E-4;0.0;53.0;-2.7;-32.82;-6.72;174.788;0.46;0.126;1.97;928.888;65.209;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;534512;2021-02-12 10:52:24:745
-0.03831;-0.05507;9.72315;-0.02047;-0.07851;9.80631;0.00131;-0.01247;-0.05683;6.9E-4;-0.00122;0.0;54.0;-3.9;-32.76;-5.64;173.077;0.459;0.12;1.97;928.853;62.5177;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;535010;2021-02-12 10:52:25:243
-0.01197;-0.07183;9.73991;-0.0206;-0.07821;9.80632;0.02539;0.00639;-0.05922;-5.3E-4;6.1E-4;-6.1E-4;54.0;-2.82;-32.94;-6.18;174.791;0.457;0.12;1.97;928.933;60.2401;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;535509;2021-02-12 10:52:25:742
-0.01915;-0.09098;9.74709;-0.02069;-0.07786;9.80632;-0.00565;-0.00354;-0.05923;-5.3E-4;6.1E-4;-6.1E-4;54.0;-1.14;-32.82;-6.6;178.242;0.455;0.121;1.97;928.886;65.4247;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;536009;2021-02-12 10:52:26:242
-0.02155;-0.0838;9.7447;-0.02075;-0.07729;9.80632;-0.00558;0.01504;-0.06402;-5.3E-4;6.1E-4;6.1E-4;54.0;-1.08;-33.06;-6.06;178.245;0.452;0.121;1.97;928.881;64.0027;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;536509;2021-02-12 10:52:26:742
-0.00958;-0.07183;9.72555;-0.02158;-0.07772;9.80632;0.00721;-0.00128;-0.05683;6.9E-4;0.0;-6.1E-4;54.0;-1.14;-32.4;-6.3;178.189;0.453;0.126;1.97;928.892;62.797;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;537009;2021-02-12 10:52:27:242
-0.01915;-0.0838;9.76625;-0.02204;-0.07707;9.80632;0.00288;-0.00673;-0.04007;6.9E-4;0.0;-6.1E-4;53.0;-1.02;-32.46;-6.06;178.189;0.45;0.129;1.97;928.902;61.0027;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;537509;2021-02-12 10:52:27:742
-0.01197;-0.07901;9.71358;-0.02158;-0.0778;9.80632;0.00482;0.01316;-0.04007;-5.3E-4;0.0;-0.00122;53.0;-2.22;-32.52;-5.76;176.514;0.455;0.126;1.97;928.932;63.4076;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;538010;2021-02-12 10:52:28:243
-0.02394;0.03591;9.64414;-0.02188;-0.07982;9.8063;-0.00446;-0.09257;0.05093;6.9E-4;-0.00305;0.0;53.0;-2.1;-32.94;-5.46;176.517;0.466;0.128;1.97;928.936;61.4595;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;538510;2021-02-12 10:52:28:743
0.00718;-0.05028;9.74709;-0.01931;-0.07922;9.80631;-0.02139;-0.01176;-0.09274;-5.3E-4;0.0;-6.1E-4;53.0;-1.5;-32.82;-5.7;178.246;0.463;0.113;1.97;928.915;59.0987;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;539009;2021-02-12 10:52:29:242
-0.02394;-0.07901;9.70879;-0.02021;-0.08024;9.8063;0.01782;0.02278;-0.04724;0.0013;0.0;0.0;53.0;-1.68;-33.42;-5.58;176.515;0.469;0.118;1.97;928.901;60.138;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;539509;2021-02-12 10:52:29:742
-0.81163;0.61052;9.73512;0.09466;-0.13863;9.80521;1.74648;-0.24923;0.48297;-0.35117;0.01527;-1.31703;53.0;5.28;-33.3;-6.3;188.693;0.81;-0.553;1.97;928.941;64.1614;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;540009;2021-02-12 10:52:30:242
2.50912;-2.57616;8.44225;3.51085;2.89335;8.68751;-4.44459;-5.91244;1.14099;-1.67431;-3.40924;-4.59371;53.0;34.44;-15.6;-14.88;248.085;-17.16;-22.005;1.97;928.89;63.1398;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;540510;2021-02-12 10:52:30:743
3.62003;-1.41497;14.68633;2.56272;-0.88196;9.4247;1.61995;-0.67188;5.88682;0.31101;-0.39279;-0.55772;102.0;37.32;7.8;-17.16;281.511;-11.392;-21.559;1.97;928.889;62.3505;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;541009;2021-02-12 10:52:31:242
1.04387;2.83713;8.99771;1.48873;3.12106;9.17676;-0.44486;-0.28393;-0.17906;1.0923;0.59193;-0.06292;79.0;39.9;-4.74;-13.02;266.291;-18.558;-9.215;1.97;928.928;61.9479;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;541509;2021-02-12 10:52:31:742
-4.38618;3.99592;9.41191;-1.86349;3.57647;8.93905;-0.32241;0.47692;1.1983;-1.08665;1.79778;-1.23334;36.0;42.06;-5.04;1.74;260.74;-26.095;-4.454;1.97;928.91;62.3788;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;542010;2021-02-12 10:52:32:243
-1.87227;5.4495;6.45746;-0.99586;5.2973;8.19251;-0.06956;-1.14815;-0.15487;1.14423;0.74159;0.66645;21.0;41.04;6.3;-7.38;286.062;-32.696;6.931;1.97;928.884;57.6799;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;542510;2021-02-12 10:52:32:743
-0.64165;6.73279;7.28346;-0.09675;6.76725;7.09684;0.09436;0.23848;0.2369;0.06177;0.04765;0.00489;32.0;41.46;-8.34;0.48;262.526;-43.704;0.819;1.97;928.9;58.2787;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;543009;2021-02-12 10:52:33:242
-0.03831;7.35289;6.30184;0.05408;7.32869;6.51595;0.01535;-0.22719;0.53767;-0.03596;-0.25717;-0.12889;29.0;41.64;-8.82;-1.62;263.293;-45.516;-0.115;1.97;928.875;64.259;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;543509;2021-02-12 10:52:33:742
-0.01915;5.00179;8.75111;-1.87488;6.39789;7.19181;0.93874;-0.8191;0.34544;-2.93757;1.47768;-1.20463;31.0;41.16;-1.8;-0.42;277.512;-40.723;14.612;1.97;928.934;64.2141;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;544010;2021-02-12 10:52:34:243
-1.18513;1.72383;9.22276;-0.77453;3.58273;9.09585;-0.25737;-1.43273;-0.34235;-1.0836;0.09346;-0.55161;51.0;27.06;25.62;-15.24;319.86;-27.285;3.763;1.97;928.926;62.8803;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;544509;2021-02-12 10:52:34:742
4.34308;2.26731;11.75104;1.57869;1.24518;9.59832;4.59865;-0.9914;3.7329;0.94631;-2.47034;-3.79103;54.0;13.92;36.72;-13.44;337.285;-7.295;-9.34;1.97;928.901;61.9559;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;545009;2021-02-12 10:52:35:242
0.06704;4.30477;8.37043;1.31604;3.39752;9.10469;0.66636;-1.43427;0.86507;0.63904;-0.58948;-2.05923;50.0;-20.22;35.04;-19.08;22.944;-20.27;-8.225;1.97;928.91;58.2273;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;545509;2021-02-12 10:52:35:742
-2.55222;6.24198;5.20769;-2.96029;5.75236;7.37003;2.6227;-0.17357;-1.28128;0.03917;-2.89;-1.06962;38.0;-29.28;-33.06;5.88;150.838;-40.322;31.977;1.97;928.912;57.4617;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;546009;2021-02-12 10:52:36:242
-1.10133;4.94193;8.31297;-1.98967;5.14662;8.10703;1.1493;-0.13525;-0.00475;0.18211;-0.88331;-1.20768;10.0;5.64;-38.4;16.38;193.633;-31.655;13.789;1.97;928.901;61.4121;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;546509;2021-02-12 10:52:36:742
-1.96564;6.16297;7.19966;-2.3871;5.47088;7.78084;0.42146;0.69209;-0.58118;0.17906;-0.40073;-0.49602;17.0;24.0;-29.64;18.42;222.314;-32.557;16.528;1.97;928.889;59.8915;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;547010;2021-02-12 10:52:37:243
-2.79164;5.75117;7.00334;-3.1602;5.76597;7.27578;0.26801;0.08336;-0.27005;0.46433;-0.67562;-1.17408;16.0;36.78;-14.52;15.78;253.299;-36.013;23.477;1.97;928.885;57.9279;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;547509;2021-02-12 10:52:37:742
-2.9736;6.03369;6.48859;-2.88922;6.35318;6.88911;-0.02213;-0.16626;-0.39813;0.17784;-0.39279;-0.25045;19.0;40.8;-2.16;7.74;275.543;-40.379;22.753;1.97;928.886;60.1853;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;548009;2021-02-12 10:52:38:242
-3.09091;6.80702;7.6809;-3.30117;6.485;6.57398;0.13125;0.19752;1.01594;0.198;-0.06414;-0.20403;31.0;38.64;7.08;0.6;294.696;-41.398;26.664;1.97;928.897;58.3918;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;548510;2021-02-12 10:52:38:743
0.23942;3.70622;5.67456;0.58755;5.4048;8.16169;0.22409;-0.79836;-0.24137;-2.42323;1.34574;4.84966;34.0;29.34;-24.9;10.2;238.665;-41.833;18.888;1.97;928.873;61.5839;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;549010;2021-02-12 10:52:39:243
2.00634;4.31914;9.71836;1.29544;4.84811;8.42544;1.082;1.5E-4;0.42144;0.53886;-0.28588;-0.16188;25.0;33.96;-24.36;0.18;235.131;-29.628;-8.741;1.97;928.924;67.2119;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;549509;2021-02-12 10:52:39:742
0.8691;4.06775;7.22361;0.59947;4.5626;8.65989;-0.19246;-0.75822;-1.44825;-0.10316;1.06963;0.68845;29.0;31.2;-28.44;4.8;227.419;-27.727;-3.96;1.97;928.881;64.2395;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;550010;2021-02-12 10:52:40:243
-2.20027;3.45244;3.57694;-2.83184;1.66104;9.24078;-0.09627;0.93667;-3.28849;0.31467;1.41293;-0.32132;15.0;25.62;-31.92;4.56;220.285;-9.752;17.038;1.97;928.901;55.4359;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;550509;2021-02-12 10:52:40:742
-1.21386;1.5275;9.20122;-1.1072;1.23684;9.66513;0.36978;-0.0134;0.6877;0.08621;-0.28039;0.34575;14.0;23.34;-34.68;-0.54;213.497;-7.79;9.485;1.97;928.871;69.8845;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;551009;2021-02-12 10:52:41:242
-3.93846;8.60506;10.58267;-1.99037;0.40756;9.59389;-1.02154;2.97544;-0.4645;0.26458;0.48319;-0.2248;19.0;21.36;-34.56;-2.7;209.92;-2.382;11.72;1.97;928.912;68.7843;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;551509;2021-02-12 10:52:41:742
3.07416;-7.41993;15.47193;0.1278;0.5847;9.78837;3.67659;-3.91982;4.60348;4.04034;1.81488;4.9193;25.0;39.06;-15.72;-8.64;248.427;-3.418;-0.748;1.97;928.869;61.5947;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;552010;2021-02-12 10:52:42:243
0.13408;1.04866;10.51563;0.53147;1.25452;9.71155;-0.25853;-0.40218;1.47925;0.46311;0.10507;1.1637;25.0;6.54;-38.7;-3.96;190.681;-7.35;-3.132;1.97;928.918;61.5203;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;552509;2021-02-12 10:52:42:742
1.53708;-1.55863;7.17093;-1.70024;-2.25997;9.39;3.23732;0.70134;-2.21907;0.15768;0.80451;-3.51125;27.0;34.74;-22.86;-7.44;232.57;13.324;10.263;1.97;928.887;66.3963;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;553009;2021-02-12 10:52:43:242
3.34949;1.6089;11.75822;0.74385;3.5357;9.11679;2.67028;-0.71054;1.96866;1.2554;0.81612;3.15573;36.0;39.96;-13.92;-4.26;252.343;-21.133;-4.664;1.97;928.88;58.974;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;553509;2021-02-12 10:52:43:742
2.59292;1.28329;9.54359;2.96272;-0.20449;9.34617;0.89434;0.78149;0.3698;0.15524;0.0617;0.61331;28.0;-16.02;-36.6;-5.34;159.723;1.195;-17.589;1.97;928.896;64.2067;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;554010;2021-02-12 10:52:44:243
-0.06464;2.12126;9.22037;0.59521;1.2348;9.71037;0.09671;1.37009;0.11812;0.33422;0.52657;-3.3903;23.0;6.06;-39.36;-3.84;189.26;-7.234;-3.508;1.97;928.879;60.8586;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;554510;2021-02-12 10:52:44:743
5.2843;4.5011;6.13664;2.60453;6.26427;7.08136;2.67977;-1.76317;-0.94472;1.34826;3.0977;4.90647;23.0;23.94;-33.0;10.92;206.675;-39.701;-20.194;1.97;928.917;58.6237;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;555010;2021-02-12 10:52:45:243
-2.36068;0.90022;8.4638;-0.47171;1.56933;9.66877;-0.57934;-0.58531;-0.67345;1.82351;1.85092;-5.65417;22.0;12.54;-38.82;-1.44;198.691;-9.208;2.793;1.97;928.893;60.4186;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;555510;2021-02-12 10:52:45:743
0.67277;10.1972;6.31381;-1.49226;8.40198;4.8322;2.46909;1.34991;3.3826;-0.57536;2.30724;3.82951;18.0;15.72;-22.8;33.42;215.696;-58.955;17.161;1.97;928.904;60.1232;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;556009;2021-02-12 10:52:46:242
-1.75734;8.69365;4.82432;-1.06104;7.41311;6.33169;-0.46885;0.52397;-1.52174;0.83879;-0.37018;-0.04093;15.0;-28.14;-26.58;18.48;144.076;-45.54;8.474;1.97;928.893;58.4163;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;556509;2021-02-12 10:52:46:742
-0.31125;5.81103;5.95468;-3.05891;6.97337;6.17943;1.69422;0.54232;-0.01645;-3.02493;-1.82588;-1.60413;13.0;16.8;-25.14;30.3;222.334;-45.323;26.336;1.97;928.883;58.6909;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;557010;2021-02-12 10:52:47:243
-3.20823;1.08457;9.03841;-2.11845;0.50065;9.562;-0.69474;0.93348;0.07735;0.64698;0.11362;0.44043;18.0;-12.06;-36.12;-9.54;158.694;-2.926;12.492;1.97;928.87;61.6275;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;557509;2021-02-12 10:52:47:742
-0.49081;-3.91691;10.92744;-3.32438;-1.53545;9.09732;-1.60319;0.21385;-3.31503;2.02876;4.55095;1.23334;31.0;38.16;-18.9;-1.38;244.23;15.434;-1.297;1.97;928.874;63.1181;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;558010;2021-02-12 10:52:48:243
