sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.1428;8.9474;4.7525;1.4175;7.284;6.4112;1.2604;1.1767;0.4466;-0.0135;-0.2175;-0.2399;98.0;21.9;-12.24;12.18;222.99;-47.97;-12.47;2.0;928.93;55.87;12.35546;76.59658;2161.08;NaN;;0.0;38.709675;;9 / 18;49509;2021-02-12 10:44:19:742
0.4405;5.9451;5.9427;0.8344;7.0659;6.7489;-2.325;-0.8174;-2.3121;0.0916;-0.9322;-2.2686;103.0;26.52;-3.84;4.2;250.86;-45.01;-10.16;2.0;928.92;49.854;12.35546;76.59658;2161.08;NaN;;0.0;38.709675;;7 / 18;50009;2021-02-12 10:44:20:242
-1.6783;14.423;8.3776;-0.4077;5.8821;7.8361;-3.4006;5.5494;-1.2199;-0.0807;0.3714;0.6892;121.0;22.56;5.34;2.76;277.2;-36.86;2.98;2.0;928.91;70.083;12.35546;76.59658;2161.08;NaN;;0.0;38.709675;;7 / 18;50509;2021-02-12 10:44:20:742
1.7142;7.9036;-1.6281;-1.1918;9.2685;-2.974;2.6128;0.8933;-0.8212;-2.8528;-1.8338;1.969;79.0;22.2;2.1;-7.92;71.7;-62.71;141.97;2.0;928.95;69.863;12.35546;76.59658;2161.08;NaN;;0.0;38.709675;;9 / 16;51009;2021-02-12 10:44:21:242
-4.1994;-5.9068;8.9259;-1.7759;3.8938;8.8236;-0.1227;-6.5822;4.63;9.924;-0.5272;2.22;114.0;7.86;21.18;3.54;334.8;-23.39;11.38;2.0;929.0;65.471;12.35546;76.59658;2161.08;NaN;;0.0;38.709675;;9 / 16;51509;2021-02-12 10:44:21:742
6.7448;10.2092;-11.2291;1.5714;9.0396;-3.462;3.1977;2.2677;-6.5656;-4.7508;-2.1276;-4.5257;92.0;18.06;-7.92;-9.78;146.26;-67.19;-155.59;2.0;928.94;55.029;12.35546;76.59658;2161.08;NaN;;0.0;38.709675;;9 / 17;52009;2021-02-12 10:44:22:242
-2.9568;-1.8723;9.0815;-1.9973;-1.4416;9.4923;-1.1763;-4.2362;-0.2679;5.2558;-0.5082;3.0307;88.0;6.6;19.26;12.24;335.35;8.45;11.88;2.0;928.95;52.297;12.35546;76.59658;2161.08;NaN;;0.0;38.709675;;9 / 17;52509;2021-02-12 10:44:22:742
3.0933;5.9499;3.2154;2.4496;5.6953;7.5982;0.7375;-0.7612;0.9771;-5.1515;1.3964;-2.0872;85.0;21.3;-2.16;-2.04;223.49;-52.2;-56.05;2.0;928.96;59.629;12.35546;76.59658;2161.08;NaN;;0.0;38.709675;;9 / 17;53010;2021-02-12 10:44:23:243
-5.3657;2.332;9.4311;-0.979;2.8979;9.3174;-3.6467;-0.5673;0.1548;0.119;0.9566;0.1229;80.0;21.0;0.42;7.92;265.52;-17.19;6.0;2.0;928.97;59.741;12.35546;76.59658;2161.08;NaN;;0.0;38.709675;;9 / 17;53509;2021-02-12 10:44:23:742
-0.2897;3.9983;6.8621;-2.1624;2.6172;9.2003;1.7401;2.0096;-1.1074;0.3567;-0.2059;0.4162;51.0;17.34;-4.86;12.96;251.54;-11.71;14.55;2.0;928.95;58.019;12.35546;76.59658;2161.08;NaN;;0.0;38.709675;;9 / 18;54009;2021-02-12 10:44:24:242
-2.5594;6.1869;6.3761;-1.476;4.8965;8.3675;-1.6932;-0.0539;-2.8973;0.3029;-0.1161;-0.1593;22.0;19.68;2.1;10.02;266.13;-29.95;10.0;2.0;928.97;64.336;12.35546;76.59658;2161.08;NaN;;0.0;38.709675;;9 / 18;54509;2021-02-12 10:44:24:742
0.2442;7.1063;7.4295;-0.1958;5.4713;8.1361;0.276;1.9008;-0.8815;0.8075;1.0501;0.779;16.0;22.62;-2.22;9.0;254.65;-33.91;1.38;2.0;928.92;63.763;12.355466;76.5966;2155.71;NaN;;0.0;38.709675;;9 / 17;55009;2021-02-12 10:44:25:242
0.2634;4.7908;6.0385;1.1174;6.2249;7.4948;-1.0864;-1.6612;-1.2224;0.6328;-1.2792;-0.852;17.0;24.54;0.12;2.46;259.63;-39.47;-11.49;2.0;928.95;64.866;12.355466;76.5966;2155.71;NaN;;0.0;38.709675;;9 / 17;55510;2021-02-12 10:44:25:743
-1.0534;5.7584;9.9195;0.8279;6.4773;7.3164;-1.7207;-0.4154;2.3294;-0.9823;-0.014;-0.1587;12.0;25.56;4.86;-1.2;274.34;-42.53;-7.82;2.0;928.96;65.403;12.355466;76.5966;2155.71;NaN;;0.0;38.709675;;10 / 16;56009;2021-02-12 10:44:26:242
1.1253;8.0305;5.7871;0.668;6.6288;7.1961;0.3061;1.3649;-1.3592;0.2571;-0.1429;-0.0909;8.0;26.76;3.84;0.66;271.26;-42.53;-5.3;2.0;928.93;56.688;12.355466;76.5966;2155.71;NaN;;0.0;38.709675;;10 / 16;56509;2021-02-12 10:44:26:742
2.7509;5.8876;8.3992;2.048;4.7534;8.3296;-0.1382;1.0016;-0.1228;-0.0911;-0.2285;0.068;6.0;24.72;7.2;-7.74;286.09;-31.84;-11.2;2.0;928.9;72.725;12.355475;76.59661;2150.15;NaN;;0.0;25.806452;;10 / 18;57009;2021-02-12 10:44:27:242
4.2377;5.4232;9.0576;2.3047;5.3208;7.9087;0.6896;0.7844;-0.9122;0.163;0.7257;-0.7384;6.0;24.72;5.52;-10.32;282.59;-31.15;-18.23;2.0;928.92;65.579;12.355475;76.59661;2150.15;NaN;;0.0;25.806452;;10 / 18;57509;2021-02-12 10:44:27:742
1.3431;5.9164;8.4279;2.0124;7.0891;6.4703;-1.339;-0.2946;-2.3327;0.7586;0.5651;-0.119;3.0;17.4;8.28;-15.36;301.64;-45.05;-15.78;2.0;928.96;67.902;12.355497;76.59663;2152.14;NaN;;0.0;25.806452;;10 / 18;58009;2021-02-12 10:44:28:242
-0.5842;8.4135;4.8937;0.561;8.8059;4.2792;-0.2054;-0.8718;0.1893;0.1203;-0.1772;-0.4476;6.0;15.54;5.04;-15.24;307.54;-63.89;-7.47;2.0;928.95;56.095;12.355497;76.59663;2152.14;NaN;;0.0;25.806452;;10 / 18;58509;2021-02-12 10:44:28:742
-0.0072;8.8852;4.7716;0.9143;8.8308;4.1656;-0.9113;0.0693;0.5724;-0.1491;-0.5492;-0.2753;5.0;9.72;5.88;-16.92;317.83;-64.31;-14.06;2.0;928.91;53.845;12.355509;76.59663;2151.93;NaN;;0.0;25.806452;;9 / 18;59009;2021-02-12 10:44:29:242
0.7566;8.4854;4.7381;0.8453;8.7075;4.4311;-0.0513;-0.2219;0.2995;-0.0062;-0.0684;-0.0121;2.0;7.44;6.0;-16.02;328.25;-63.64;-10.11;2.0;928.92;52.594;12.355509;76.59663;2151.93;NaN;;0.0;25.806452;;9 / 18;59509;2021-02-12 10:44:29:742
0.4741;8.7631;4.4891;0.6933;8.6617;4.5457;-0.2148;0.0297;-0.0607;-0.0386;-0.1191;-0.0518;2.0;8.28;5.7;-15.3;325.31;-62.26;-8.98;2.0;928.95;53.226;12.355554;76.59661;2154.25;NaN;;0.0;25.806452;;8 / 18;60009;2021-02-12 10:44:30:242
0.6369;8.368;4.9132;0.4518;8.6158;4.662;-0.2249;0.0731;-0.1368;-0.0593;-0.0776;0.0295;2.0;6.78;6.96;-16.32;332.85;-61.82;-5.78;2.0;928.96;48.261;12.355554;76.59661;2154.25;NaN;;0.0;25.806452;;8 / 18;60511;2021-02-12 10:44:30:744
0.7374;8.6051;4.5298;0.5975;8.6603;4.5621;0.185;-0.0398;-0.067;-0.0251;-0.0367;-5.0E-4;3.0;6.3;7.08;-15.9;335.28;-61.68;-6.26;2.0;928.94;64.467;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;7 / 16;61009;2021-02-12 10:44:31:242
0.3831;8.7008;5.0042;0.4715;8.5881;4.7109;-0.0498;0.1461;0.2293;-0.1027;0.047;-0.0328;3.0;6.54;6.24;-15.48;331.15;-61.13;-5.72;2.0;928.9;54.91;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;7 / 16;61510;2021-02-12 10:44:31:743
0.6967;8.5308;4.4053;0.5116;8.5486;4.778;-0.2981;-0.6806;-0.555;-0.3214;-0.2395;0.126;5.0;7.62;7.02;-15.18;328.67;-60.66;-6.11;2.0;928.94;45.396;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;7 / 16;62009;2021-02-12 10:44:32:242
-2.7629;7.3864;6.7232;-1.5154;7.0534;6.6425;-0.7662;0.6196;0.663;0.3017;1.0672;-0.0933;5.0;10.5;10.38;-12.3;334.8;-45.99;12.85;2.0;928.94;56.927;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;7 / 16;62509;2021-02-12 10:44:32:742
-0.6488;7.633;5.0401;-0.5658;7.5757;6.2016;-0.2036;-0.2318;-0.951;-0.0551;0.1545;0.6086;8.0;17.52;3.48;-6.18;296.66;-50.96;8.26;2.0;928.96;57.841;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;8 / 18;63009;2021-02-12 10:44:33:242
-2.8443;6.2037;9.1821;-0.6658;6.8463;6.9896;-2.129;0.4942;1.5143;-0.2432;-0.7019;-0.3541;5.0;19.02;1.26;-2.7;280.96;-46.44;3.25;2.0;928.97;52.075;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;8 / 18;63509;2021-02-12 10:44:33:742
-0.079;5.7847;7.4295;0.1452;6.2629;7.5449;-0.4014;-0.9918;1.3975;-0.0178;-0.1839;-0.4097;7.0;19.98;3.3;-7.26;288.2;-41.8;-1.2;2.0;928.97;47.38;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;9 / 17;64009;2021-02-12 10:44:34:242
0.2777;6.3378;7.8653;0.0366;6.0002;7.7568;0.6397;1.595;0.0021;0.2931;0.2731;0.0411;9.0;21.9;3.48;-6.78;286.66;-37.72;-0.27;2.0;928.97;61.486;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;9 / 17;64510;2021-02-12 10:44:34:743
0.4908;7.4918;5.4232;0.3953;7.2969;6.5399;-0.6439;0.2222;-0.6655;0.397;0.0586;0.0319;8.0;23.34;1.44;-5.7;280.34;-44.92;-2.47;2.0;928.97;68.635;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;10 / 18;65009;2021-02-12 10:44:35:242
-1.3503;6.6849;4.7046;-0.9059;7.1909;6.6061;-0.0204;-0.3839;-1.0084;0.0702;0.4166;0.2598;11.0;25.5;2.22;1.62;273.84;-47.16;5.57;2.0;928.91;64.719;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;10 / 18;65509;2021-02-12 10:44:35:742
-0.1197;6.1438;7.5851;-0.2981;7.1704;6.6833;-0.047;-0.5137;0.8626;-0.1442;-0.2975;-0.3346;15.0;29.22;2.28;4.14;269.25;-48.46;3.38;2.0;928.93;63.674;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;10 / 18;66010;2021-02-12 10:44:36:243
-1.5012;7.7312;7.0536;0.1313;7.6012;6.1947;-1.0967;-0.0577;3.6266;-0.0092;-0.4068;-0.097;20.0;30.06;10.44;-2.76;285.17;-50.82;-1.21;2.0;928.9;67.395;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;10 / 18;66509;2021-02-12 10:44:36:742
0.9697;8.6338;6.0888;-1.0E-4;7.8792;5.8386;0.5556;0.2319;-1.8459;-0.0184;-0.0318;0.3563;27.0;32.94;15.3;-2.46;288.91;-52.34;1.19;2.0;928.89;63.719;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;9 / 18;67009;2021-02-12 10:44:37:242
0.6393;6.1271;5.4615;0.4504;7.9786;5.6841;-0.947;-0.5073;-0.7081;0.1569;-0.0024;-0.6742;33.0;24.18;23.4;-13.26;311.89;-54.91;-4.34;2.0;928.91;71.638;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;9 / 18;67509;2021-02-12 10:44:37:742
0.0168;7.0608;8.3202;0.2239;7.901;5.8046;-1.3228;-1.2296;0.3868;0.1007;0.11;0.2378;35.0;12.3;27.06;-13.74;336.48;-58.12;1.91;2.0;928.87;66.002;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;10 / 18;68009;2021-02-12 10:44:38:242
0.3304;9.3042;8.6218;0.2196;7.6184;6.1711;0.4911;0.9437;1.0464;-0.4265;0.055;-0.3835;40.0;12.84;26.46;-11.7;332.09;-50.97;-2.04;2.0;928.83;58.668;12.355572;76.59661;2155.39;NaN;;0.0;25.806452;;10 / 18;68509;2021-02-12 10:44:38:742
-2.4636;7.8964;10.7886;-0.9034;6.9842;6.8246;-0.7257;0.6708;0.1051;-0.1235;0.8057;-0.1483;50.0;2.82;29.94;-11.04;356.99;-45.41;7.54;2.0;928.83;61.229;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;11 / 18;69009;2021-02-12 10:44:39:242
0.6033;5.6506;3.4477;-0.3222;7.5514;6.2485;0.0432;-2.6618;-2.5027;-0.0428;0.0965;0.3337;55.0;7.08;27.12;-12.6;348.58;-48.16;5.65;2.0;928.82;62.581;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;11 / 18;69509;2021-02-12 10:44:39:742
0.1149;3.5578;6.9459;-0.2705;3.7382;9.0622;1.3595;-0.2279;0.9758;-0.267;-0.5131;-0.7775;58.0;-1.44;31.2;0.6;2.0;-28.97;3.9;2.0;928.83;63.415;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;11 / 18;70009;2021-02-12 10:44:40:242
-2.4038;2.1691;6.965;-2.0504;4.0682;8.6842;-0.289;-2.183;-1.5647;0.9339;0.5767;0.9317;56.0;-8.58;31.68;1.56;16.9;-23.07;9.81;2.0;928.83;55.89;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;11 / 18;70509;2021-02-12 10:44:40:742
-1.336;4.5466;11.2554;-1.7359;4.5416;8.5165;0.2011;-0.1946;3.4566;1.2339;-0.2162;-0.0866;61.0;3.3;34.14;3.0;353.05;-27.59;11.52;2.0;928.86;67.918;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;13 / 18;71009;2021-02-12 10:44:41:242
7.5133;-0.4669;-8.5548;-1.6027;9.5526;-1.5324;-1.0229;-3.9881;-1.1429;2.3939;4.6279;6.7392;64.0;21.3;18.96;-19.38;347.66;-58.26;32.97;2.0;928.81;61.972;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;13 / 18;71509;2021-02-12 10:44:41:742
0.3256;8.7128;0.68;5.3839;8.0859;-1.3426;-3.6215;-0.0874;6.0385;-0.1125;0.1955;-1.5551;46.0;32.52;-6.42;-8.4;182.71;-47.42;-101.31;2.0;928.73;71.644;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;13 / 18;72009;2021-02-12 10:44:42:242
-7.7719;7.0393;15.1128;-4.968;6.4952;5.413;-6.1082;-2.04;7.1009;-5.3115;-5.8967;-3.3339;36.0;-25.2;18.72;-22.38;161.05;-71.34;116.75;2.0;928.75;58.496;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;13 / 18;72509;2021-02-12 10:44:42:742
-5.5908;3.1771;6.6873;-2.9418;5.4146;7.6288;-1.3413;-1.3222;-0.5226;1.7586;-1.4337;-0.2601;69.0;-38.4;13.74;0.54;80.14;-24.43;24.06;2.0;928.79;57.912;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;15 / 18;73009;2021-02-12 10:44:43:242
-0.8356;7.8006;7.6929;-1.9907;6.1549;7.3705;3.4829;1.9309;1.2125;-1.358;-1.9407;0.7607;50.0;-36.78;17.52;3.84;80.93;-38.88;15.11;2.0;928.76;57.389;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;15 / 18;73510;2021-02-12 10:44:43:743
-1.5227;9.1366;5.9595;-0.2648;7.1042;6.7551;-1.3539;2.4076;1.4707;-0.8571;0.5516;-0.9015;51.0;-36.6;11.76;19.02;100.22;-46.42;2.24;2.0;928.74;65.16;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;14 / 18;74009;2021-02-12 10:44:44:242
-1.4916;5.4064;8.7367;-2.5181;5.9109;7.4089;2.5003;-0.0583;-0.4267;-0.57;0.0812;-1.0383;51.0;-37.5;-0.12;16.68;119.72;-37.07;18.77;2.0;928.72;60.38;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;14 / 18;74509;2021-02-12 10:44:44:742
-8.3632;2.6528;4.7908;-8.2781;2.4397;4.6573;-0.1418;-0.5896;-0.6503;0.408;1.5211;-1.6981;52.0;-29.58;-19.32;11.16;158.9;-22.96;49.25;2.0;928.72;58.049;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;11 / 18;75009;2021-02-12 10:44:45:242
-10.0176;3.4477;6.716;-5.4254;4.0021;7.1217;-3.4806;1.2195;-0.2245;1.9003;-0.9627;-0.1947;49.0;-26.46;-18.9;17.76;160.52;-14.35;38.46;2.0;928.71;67.25;12.355574;76.5966;2180.59;NaN;;0.0;25.806452;;11 / 18;75509;2021-02-12 10:44:45:742
-2.4972;6.4766;8.9402;-1.5014;5.3738;8.0647;-1.8946;2.0682;0.9781;-0.1913;-0.598;0.1095;58.0;-24.48;-9.0;27.0;142.69;-33.23;10.55;2.0;928.72;73.316;12.355575;76.596596;2196.74;NaN;;0.0;19.35484;;14 / 18;76010;2021-02-12 10:44:46:243
-0.5195;5.0664;8.4686;-1.4876;3.9558;8.8493;-0.0265;2.6069;2.0046;0.119;1.3158;1.0796;60.0;-37.08;4.5;18.78;99.3;-23.79;9.54;2.0;928.74;64.898;12.355575;76.596596;2196.74;NaN;;0.0;19.35484;;14 / 18;76509;2021-02-12 10:44:46:742
-0.237;4.0965;5.7584;-1.6561;5.459;7.9766;1.3904;-1.4523;-2.84;-0.1888;-0.9627;0.0148;70.0;-39.6;16.68;12.54;86.07;-33.83;11.73;2.0;928.7;58.854;12.355575;76.596596;2196.74;NaN;;0.0;19.35484;;15 / 18;77010;2021-02-12 10:44:47:243
-2.1356;3.5338;8.6673;-0.5825;5.106;8.3522;-2.0359;-2.5483;1.7514;-0.3;-0.5589;-0.8263;69.0;-40.86;13.86;23.16;92.16;-31.38;3.99;2.0;928.7;55.795;12.355575;76.596596;2196.74;NaN;;0.0;19.35484;;15 / 18;77509;2021-02-12 10:44:47:742
1.6376;6.4527;9.783;-2.2533;3.4531;8.8977;4.7447;2.7185;-0.2253;-0.0227;0.2248;-0.5551;70.0;-47.28;10.5;25.74;93.31;-21.56;10.79;2.0;928.68;61.043;12.355575;76.596596;2196.74;NaN;;0.0;19.35484;;15 / 18;78009;2021-02-12 10:44:48:242
-2.9616;4.2521;4.8866;-2.1592;4.4635;8.4608;-0.8248;-1.1412;-1.8606;0.8674;-0.8002;-1.4562;72.0;-31.74;-9.48;27.18;133.72;-24.64;15.49;2.0;928.7;60.67;12.355575;76.596596;2196.74;NaN;;0.0;19.35484;;15 / 18;78509;2021-02-12 10:44:48:742
-1.336;3.893;7.1949;-2.0874;4.0972;8.6618;-0.7021;-0.6461;2.2019;0.422;0.0825;0.0661;60.0;-13.08;-18.36;18.84;162.1;-24.7;13.55;2.0;928.68;63.656;12.355575;76.596596;2196.74;NaN;;0.0;19.35484;;16 / 18;79010;2021-02-12 10:44:49:243
0.2945;1.5921;13.4366;-0.13;3.8499;9.0184;0.3343;-1.627;1.2165;0.7317;-1.6506;-1.1861;70.0;-11.88;-1.86;7.8;113.01;-23.12;0.83;2.0;928.69;64.829;12.355575;76.596596;2196.74;NaN;;0.0;19.35484;;16 / 18;79509;2021-02-12 10:44:49:742
0.6584;9.2204;10.5372;0.213;5.8853;7.8414;-0.791;3.3523;2.1103;0.6151;-0.0568;-0.006;63.0;-28.62;-8.58;6.6;110.53;-36.88;-1.56;2.0;928.64;54.822;12.35556;76.59658;2205.59;NaN;;0.0;19.35484;;15 / 18;80009;2021-02-12 10:44:50:242
1.1396;7.3098;6.6658;2.2558;6.6167;6.8776;-1.0107;0.8209;-0.3657;-0.6036;0.4478;0.137;55.0;-37.32;-8.7;18.0;104.31;-42.43;-18.16;2.0;928.64;56.105;12.35556;76.59658;2205.59;NaN;;0.0;19.35484;;15 / 18;80510;2021-02-12 10:44:50:743
2.2194;5.8254;3.3016;2.9332;5.7232;7.4035;-0.5508;-0.2878;-3.8676;-0.2841;-0.1136;-0.5606;53.0;-47.7;-9.96;27.0;102.14;-36.0;-22.84;2.0;928.6;65.792;12.355553;76.596596;2207.72;NaN;;0.0;19.35484;;16 / 18;81010;2021-02-12 10:44:51:243
1.6281;6.8238;5.3825;2.7913;6.0952;7.1573;0.2068;1.1392;0.3129;0.7849;0.0171;0.2421;59.0;-25.62;-30.0;37.32;137.84;-34.77;-18.22;2.0;928.59;64.54;12.355553;76.596596;2207.72;NaN;;0.0;19.35484;;16 / 18;81509;2021-02-12 10:44:51:742
0.5602;4.1587;3.2872;0.9139;6.8749;6.9333;0.0984;-1.3062;-1.7254;0.2705;-0.8803;0.181;67.0;-39.6;-16.2;26.16;120.95;-44.51;-7.51;2.0;928.6;64.282;12.355553;76.596596;2207.72;NaN;;0.0;19.35484;;16 / 18;82009;2021-02-12 10:44:52:242
-1.3695;4.2186;9.0552;0.1208;5.8449;7.8735;-1.5581;-0.3057;-0.1771;0.328;-0.7184;-1.3425;69.0;-65.52;-14.04;6.18;102.14;-36.59;-0.88;2.0;928.58;70.962;12.355553;76.596596;2207.72;NaN;;0.0;19.35484;;16 / 18;82509;2021-02-12 10:44:52:742
-2.7581;9.3568;5.6626;-1.9856;6.7479;6.8333;-0.1868;1.7971;-1.1295;0.3139;0.033;0.8242;55.0;-75.6;-43.62;12.0;128.02;-43.48;16.2;2.0;928.56;66.047;12.355545;76.596596;2209.81;NaN;;0.0;19.35484;;15 / 18;83009;2021-02-12 10:44:53:242
-1.6137;7.317;3.5075;-1.1509;7.962;5.6083;-0.2926;-0.8122;-1.8162;0.2828;-0.3977;-0.2973;50.0;-59.28;-56.64;47.1;148.94;-54.28;11.6;2.0;928.56;62.475;12.355545;76.596596;2209.81;NaN;;0.0;19.35484;;15 / 18;83509;2021-02-12 10:44:53:742
-3.8714;7.7719;4.604;-2.1785;7.9678;5.2856;-1.2008;-0.7518;-0.9987;-0.6232;0.6884;0.9488;52.0;-31.8;-48.42;44.34;171.53;-53.83;24.76;2.0;928.57;64.136;12.355545;76.596596;2209.81;NaN;;0.0;19.35484;;17 / 18;84009;2021-02-12 10:44:54:242
0.5435;10.6928;3.0143;0.117;9.014;3.8607;0.0095;1.7718;-2.2511;0.419;-0.248;-0.0878;76.0;-36.54;-32.7;52.5;147.86;-63.58;-1.59;2.0;928.54;63.518;12.355545;76.596596;2209.81;NaN;;0.0;19.35484;;17 / 18;84509;2021-02-12 10:44:54:742
-2.6791;9.8477;0.9122;-2.1544;9.3154;2.1799;-0.8125;-0.0365;-1.3013;0.5521;-0.7483;-0.1275;90.0;-6.9;-19.2;53.58;215.0;-71.79;44.66;2.0;928.52;58.258;12.355545;76.596596;2209.81;NaN;;0.0;19.35484;;16 / 18;85010;2021-02-12 10:44:55:243
-0.2849;9.9506;-2.8563;0.9307;9.381;-2.7018;-1.7072;0.0054;-1.1348;1.6083;0.9139;0.9678;107.0;6.3;6.78;49.44;25.93;-73.06;-160.99;2.0;928.49;69.408;12.355545;76.596596;2209.81;NaN;;0.0;19.35484;;16 / 18;85509;2021-02-12 10:44:55:742
3.9816;3.8547;-9.6657;3.7824;4.6762;-7.7457;1.0813;-1.4255;-0.9482;1.2553;-0.1063;-0.9106;53.0;5.04;32.76;34.44;24.53;-28.48;-153.97;2.0;928.43;51.125;12.355545;76.596596;2209.81;NaN;;0.0;19.35484;;17 / 18;86010;2021-02-12 10:44:56:243
1.7861;2.1404;-9.139;2.649;3.8667;-8.614;-0.7208;-1.7023;-0.3522;0.1465;0.1045;-0.5832;105.0;-15.3;35.58;21.78;349.65;-23.22;-162.91;2.0;928.47;53.364;12.355545;76.596596;2209.81;NaN;;0.0;19.35484;;17 / 18;86510;2021-02-12 10:44:56:743
1.7933;2.5642;-9.7303;2.8195;4.1018;-8.4496;-0.9444;-1.3935;-1.1856;-0.1754;0.2236;-0.5747;152.0;-25.2;27.72;16.32;331.49;-22.51;-161.97;2.0;928.46;63.863;12.355545;76.596596;2209.81;NaN;;0.0;19.35484;;16 / 18;87010;2021-02-12 10:44:57:243
4.5059;7.2882;-1.7238;2.0665;7.585;-5.8623;2.381;-0.3551;3.5425;-1.4796;-0.3934;-0.4983;223.0;-16.62;16.68;26.64;351.85;-39.9;-156.39;2.0;928.47;60.495;12.355545;76.596596;2209.81;NaN;;0.0;19.35484;;16 / 18;87511;2021-02-12 10:44:57:744
1.5227;7.3218;-7.4151;2.1491;7.618;-5.7894;-1.0661;-0.079;-0.8723;-0.2218;-1.6066;1.6434;58.0;11.58;10.02;27.96;41.84;-50.97;-159.63;2.0;928.47;61.665;12.355545;76.596596;2209.81;NaN;;0.0;19.35484;;13 / 18;88010;2021-02-12 10:44:58:243
1.652;8.2771;-5.6722;2.3451;7.5137;-5.8493;-0.6622;0.3419;0.0626;-0.1418;-1.8741;1.2097;247.0;24.54;-5.04;14.4;91.71;-50.2;-156.88;2.0;928.48;69.644;12.355545;76.596596;2209.81;NaN;;0.0;19.35484;;13 / 18;88509;2021-02-12 10:44:58:742
3.6464;8.4806;-4.4436;1.7732;8.0673;-5.2862;1.5986;-0.2535;0.682;-0.5444;-2.3372;1.2671;642.0;16.74;-16.92;-9.24;147.9;-55.35;-161.46;0.0;928.48;67.218;12.355539;76.59658;2217.63;NaN;;0.0;19.35484;;16 / 18;89009;2021-02-12 10:44:59:242
1.8531;8.9426;-5.2053;0.7595;8.6749;-4.5099;1.4753;-0.4621;-0.4419;-0.57;-1.2511;0.721;38.0;-13.02;-13.68;-19.38;217.01;-62.2;-170.44;2.0;928.46;65.257;12.355539;76.59658;2217.63;NaN;;0.0;19.35484;;16 / 18;89509;2021-02-12 10:44:59:742
1.549;9.7088;0.3089;0.9897;9.7181;0.8656;-0.1814;-0.1805;-0.5095;-0.5022;-0.9859;-0.2161;130.0;-21.66;1.02;-19.98;339.67;-82.31;-67.98;2.0;928.48;60.27;12.355539;76.59658;2217.63;NaN;;0.0;19.35484;;13 / 18;90009;2021-02-12 10:45:00:242
0.395;8.4566;3.3447;0.5843;8.8291;4.228;0.0677;-0.3958;-2.5613;-0.931;0.6371;0.0374;716.0;-31.5;7.62;-10.8;53.24;-70.63;-14.99;2.0;928.53;59.05;12.355539;76.59658;2217.63;NaN;;0.0;19.35484;;13 / 18;90510;2021-02-12 10:45:00:743
2.7629;7.3146;4.9563;0.4235;8.2919;5.2187;0.2821;-1.0328;-0.1502;-0.1681;1.4025;0.5151;1150.0;-26.7;16.08;-18.72;43.86;-57.73;-4.64;2.0;928.49;60.483;12.355539;76.59658;2217.63;NaN;;0.0;19.35484;;11 / 18;91009;2021-02-12 10:45:01:242
